evnt_start_time_x,mtng_date,mtng_venue_location,evnt_number,mtng_name,sport_name_x,Racecourse,Meeting Date,ramp_id,sport_name_y,evnt_start_time_y,country,commission,uk_commission,ie_commission,bf_uk_volume,bf_ie_volume,pp_uk_volume,pp_ie_volume,volume,_merge
2022-06-01 04:56:00,2022-06-01 00:00:00,VIC,1,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 05:11:00,2022-06-01 00:00:00,VIC,2,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 05:34:00,2022-06-01 00:00:00,VIC,3,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 05:55:00,2022-06-01 00:00:00,VIC,4,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 06:14:00,2022-06-01 00:00:00,VIC,5,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 06:32:00,2022-06-01 00:00:00,VIC,6,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 06:49:00,2022-06-01 00:00:00,VIC,7,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 07:12:00,2022-06-01 00:00:00,VIC,8,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 07:29:00,2022-06-01 00:00:00,VIC,9,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 07:48:00,2022-06-01 00:00:00,VIC,10,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 08:04:00,2022-06-01 00:00:00,VIC,11,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 08:22:00,2022-06-01 00:00:00,VIC,12,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-01,,,,,,,,,,,,,left_only
2022-06-02 09:10:00,2022-06-02 00:00:00,SA,1,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-02,,,,,,,,,,,,,left_only
2022-06-02 09:34:00,2022-06-02 00:00:00,SA,2,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-02,,,,,,,,,,,,,left_only
2022-06-02 09:55:00,2022-06-02 00:00:00,SA,3,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-02,,,,,,,,,,,,,left_only
2022-06-02 10:19:00,2022-06-02 00:00:00,SA,4,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-02,,,,,,,,,,,,,left_only
2022-06-02 10:40:00,2022-06-02 00:00:00,SA,5,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-02,,,,,,,,,,,,,left_only
2022-06-02 10:55:00,2022-06-02 00:00:00,SA,6,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-02,,,,,,,,,,,,,left_only
2022-06-02 11:20:00,2022-06-02 00:00:00,SA,7,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-02,,,,,,,,,,,,,left_only
2022-06-02 11:38:00,2022-06-02 00:00:00,SA,8,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-02,,,,,,,,,,,,,left_only
2022-06-02 12:01:00,2022-06-02 00:00:00,SA,9,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-02,,,,,,,,,,,,,left_only
2022-06-02 12:20:00,2022-06-02 00:00:00,SA,10,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-02,,,,,,,,,,,,,left_only
2022-06-02 12:39:00,2022-06-02 00:00:00,SA,11,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-02,,,,,,,,,,,,,left_only
2022-06-03 04:57:00,2022-06-03 00:00:00,VIC,1,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 05:19:00,2022-06-03 00:00:00,VIC,2,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 05:37:00,2022-06-03 00:00:00,VIC,3,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 05:57:00,2022-06-03 00:00:00,VIC,4,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 06:17:00,2022-06-03 00:00:00,VIC,5,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 06:44:00,2022-06-03 00:00:00,VIC,6,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 07:02:00,2022-06-03 00:00:00,VIC,7,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 07:20:00,2022-06-03 00:00:00,VIC,8,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 07:42:00,2022-06-03 00:00:00,VIC,9,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 08:04:00,2022-06-03 00:00:00,VIC,10,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 08:24:00,2022-06-03 00:00:00,VIC,11,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 08:45:00,2022-06-03 00:00:00,VIC,12,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 22:02:00,2022-06-04 00:00:00,NSW,1,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-04,,,,,,,,,,,,,left_only
2022-06-03 22:17:00,2022-06-04 00:00:00,NSW,2,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-04,,,,,,,,,,,,,left_only
2022-06-03 22:32:00,2022-06-04 00:00:00,NSW,3,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-04,,,,,,,,,,,,,left_only
2022-06-03 22:47:00,2022-06-04 00:00:00,NSW,4,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-04,,,,,,,,,,,,,left_only
2022-06-03 23:02:00,2022-06-04 00:00:00,NSW,5,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-04,,,,,,,,,,,,,left_only
2022-06-03 23:17:00,2022-06-04 00:00:00,NSW,6,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-04,,,,,,,,,,,,,left_only
2022-06-03 23:32:00,2022-06-04 00:00:00,NSW,7,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-04,,,,,,,,,,,,,left_only
2022-06-03 23:47:00,2022-06-04 00:00:00,NSW,8,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 00:07:00,2022-06-04 00:00:00,NSW,9,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 00:27:00,2022-06-04 00:00:00,NSW,10,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 00:45:00,2022-06-04 00:00:00,NSW,11,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 09:22:00,2022-06-04 00:00:00,VIC,9,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 09:37:00,2022-06-04 00:00:00,VIC,10,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 09:53:00,2022-06-04 00:00:00,VIC,11,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 10:09:00,2022-06-04 00:00:00,VIC,12,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-04,,,,,,,,,,,,,left_only
2022-06-06 08:39:00,2022-06-06 00:00:00,SA,1,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-06,,,,,,,,,,,,,left_only
2022-06-06 08:58:00,2022-06-06 00:00:00,SA,2,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-06,,,,,,,,,,,,,left_only
2022-06-06 09:16:00,2022-06-06 00:00:00,SA,3,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-06,,,,,,,,,,,,,left_only
2022-06-06 09:38:00,2022-06-06 00:00:00,SA,4,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-06,,,,,,,,,,,,,left_only
2022-06-06 10:00:00,2022-06-06 00:00:00,SA,5,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-06,,,,,,,,,,,,,left_only
2022-06-06 10:22:00,2022-06-06 00:00:00,SA,6,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-06,,,,,,,,,,,,,left_only
2022-06-06 10:40:00,2022-06-06 00:00:00,SA,7,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-06,,,,,,,,,,,,,left_only
2022-06-06 11:02:00,2022-06-06 00:00:00,SA,8,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-06,,,,,,,,,,,,,left_only
2022-06-06 11:24:00,2022-06-06 00:00:00,SA,9,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-06,,,,,,,,,,,,,left_only
2022-06-06 11:46:00,2022-06-06 00:00:00,SA,10,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-06,,,,,,,,,,,,,left_only
2022-06-06 12:08:00,2022-06-06 00:00:00,SA,11,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-06,,,,,,,,,,,,,left_only
2022-06-06 12:25:00,2022-06-06 00:00:00,SA,12,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-06,,,,,,,,,,,,,left_only
2022-06-07 02:24:00,2022-06-07 00:00:00,SA,1,MURRAY BRIDGE STRAIGHT ,Greyhound Racing,MURRAY BRIDGE STRAIGHT,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 02:43:00,2022-06-07 00:00:00,SA,2,MURRAY BRIDGE STRAIGHT ,Greyhound Racing,MURRAY BRIDGE STRAIGHT,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 03:04:00,2022-06-07 00:00:00,SA,3,MURRAY BRIDGE STRAIGHT ,Greyhound Racing,MURRAY BRIDGE STRAIGHT,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 03:19:00,2022-06-07 00:00:00,SA,4,MURRAY BRIDGE STRAIGHT ,Greyhound Racing,MURRAY BRIDGE STRAIGHT,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 03:39:00,2022-06-07 00:00:00,SA,5,MURRAY BRIDGE STRAIGHT ,Greyhound Racing,MURRAY BRIDGE STRAIGHT,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 03:57:00,2022-06-07 00:00:00,SA,6,MURRAY BRIDGE STRAIGHT ,Greyhound Racing,MURRAY BRIDGE STRAIGHT,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 04:14:00,2022-06-07 00:00:00,SA,7,MURRAY BRIDGE STRAIGHT ,Greyhound Racing,MURRAY BRIDGE STRAIGHT,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 04:34:00,2022-06-07 00:00:00,SA,8,MURRAY BRIDGE STRAIGHT ,Greyhound Racing,MURRAY BRIDGE STRAIGHT,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 04:49:00,2022-06-07 00:00:00,SA,9,MURRAY BRIDGE STRAIGHT ,Greyhound Racing,MURRAY BRIDGE STRAIGHT,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 05:09:00,2022-06-07 00:00:00,SA,10,MURRAY BRIDGE STRAIGHT ,Greyhound Racing,MURRAY BRIDGE STRAIGHT,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 05:27:00,2022-06-07 00:00:00,NSW,1,BULLI ,Greyhound Racing,BULLI,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 05:49:00,2022-06-07 00:00:00,NSW,2,BULLI ,Greyhound Racing,BULLI,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 06:09:00,2022-06-07 00:00:00,NSW,3,BULLI ,Greyhound Racing,BULLI,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 06:24:00,2022-06-07 00:00:00,NSW,4,BULLI ,Greyhound Racing,BULLI,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 06:44:00,2022-06-07 00:00:00,NSW,5,BULLI ,Greyhound Racing,BULLI,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 07:02:00,2022-06-07 00:00:00,NSW,6,BULLI ,Greyhound Racing,BULLI,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 07:20:00,2022-06-07 00:00:00,NSW,7,BULLI ,Greyhound Racing,BULLI,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 07:37:00,2022-06-07 00:00:00,NSW,8,BULLI ,Greyhound Racing,BULLI,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 07:55:00,2022-06-07 00:00:00,NSW,9,BULLI ,Greyhound Racing,BULLI,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 08:12:00,2022-06-07 00:00:00,NSW,10,BULLI ,Greyhound Racing,BULLI,2022-06-07,,,,,,,,,,,,,left_only
2022-06-08 05:12:00,2022-06-08 00:00:00,VIC,1,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-08,,,,,,,,,,,,,left_only
2022-06-08 05:28:00,2022-06-08 00:00:00,VIC,2,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-08,,,,,,,,,,,,,left_only
2022-06-08 05:47:00,2022-06-08 00:00:00,VIC,3,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-08,,,,,,,,,,,,,left_only
2022-06-08 06:04:00,2022-06-08 00:00:00,VIC,4,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-08,,,,,,,,,,,,,left_only
2022-06-08 06:22:00,2022-06-08 00:00:00,VIC,5,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-08,,,,,,,,,,,,,left_only
2022-06-08 06:42:00,2022-06-08 00:00:00,VIC,6,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-08,,,,,,,,,,,,,left_only
2022-06-08 07:01:00,2022-06-08 00:00:00,VIC,7,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-08,,,,,,,,,,,,,left_only
2022-06-08 07:19:00,2022-06-08 00:00:00,VIC,8,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-08,,,,,,,,,,,,,left_only
2022-06-08 07:35:00,2022-06-08 00:00:00,VIC,9,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-08,,,,,,,,,,,,,left_only
2022-06-08 08:00:00,2022-06-08 00:00:00,VIC,10,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-08,,,,,,,,,,,,,left_only
2022-06-08 08:21:00,2022-06-08 00:00:00,VIC,11,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-08,,,,,,,,,,,,,left_only
2022-06-08 08:36:00,2022-06-08 00:00:00,VIC,12,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-08,,,,,,,,,,,,,left_only
2022-06-09 09:07:00,2022-06-09 00:00:00,SA,1,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-09,,,,,,,,,,,,,left_only
2022-06-09 09:28:00,2022-06-09 00:00:00,SA,2,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-09,,,,,,,,,,,,,left_only
2022-06-09 09:52:00,2022-06-09 00:00:00,SA,3,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-09,,,,,,,,,,,,,left_only
2022-06-09 10:13:00,2022-06-09 00:00:00,SA,4,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-09,,,,,,,,,,,,,left_only
2022-06-09 10:37:00,2022-06-09 00:00:00,SA,5,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-09,,,,,,,,,,,,,left_only
2022-06-09 10:58:00,2022-06-09 00:00:00,SA,6,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-09,,,,,,,,,,,,,left_only
2022-06-09 11:20:00,2022-06-09 00:00:00,SA,7,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-09,,,,,,,,,,,,,left_only
2022-06-09 11:38:00,2022-06-09 00:00:00,SA,8,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-09,,,,,,,,,,,,,left_only
2022-06-09 12:01:00,2022-06-09 00:00:00,SA,9,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-09,,,,,,,,,,,,,left_only
2022-06-09 12:22:00,2022-06-09 00:00:00,SA,10,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-09,,,,,,,,,,,,,left_only
2022-06-09 12:44:00,2022-06-09 00:00:00,SA,11,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-09,,,,,,,,,,,,,left_only
2022-06-09 13:02:00,2022-06-09 00:00:00,SA,12,ANGLE PARK ,Greyhound Racing,ANGLE PARK,2022-06-09,,,,,,,,,,,,,left_only
2022-06-10 05:17:00,2022-06-10 00:00:00,VIC,1,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-10,,,,,,,,,,,,,left_only
2022-06-10 05:37:00,2022-06-10 00:00:00,VIC,2,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-10,,,,,,,,,,,,,left_only
2022-06-10 05:57:00,2022-06-10 00:00:00,VIC,3,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-10,,,,,,,,,,,,,left_only
2022-06-10 06:17:00,2022-06-10 00:00:00,VIC,4,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-10,,,,,,,,,,,,,left_only
2022-06-10 06:37:00,2022-06-10 00:00:00,VIC,5,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-10,,,,,,,,,,,,,left_only
2022-06-10 06:57:00,2022-06-10 00:00:00,VIC,6,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-10,,,,,,,,,,,,,left_only
2022-06-10 07:15:00,2022-06-10 00:00:00,VIC,7,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-10,,,,,,,,,,,,,left_only
2022-06-10 07:36:00,2022-06-10 00:00:00,VIC,8,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-10,,,,,,,,,,,,,left_only
2022-06-10 07:57:00,2022-06-10 00:00:00,VIC,9,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-10,,,,,,,,,,,,,left_only
2022-06-10 08:18:00,2022-06-10 00:00:00,VIC,10,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-10,,,,,,,,,,,,,left_only
2022-06-10 08:39:00,2022-06-10 00:00:00,VIC,11,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-10,,,,,,,,,,,,,left_only
2022-06-10 08:57:00,2022-06-10 00:00:00,VIC,12,BENDIGO ,Greyhound Racing,BENDIGO,2022-06-10,,,,,,,,,,,,,left_only
2022-06-10 22:02:00,2022-06-11 00:00:00,NSW,1,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-11,,,,,,,,,,,,,left_only
2022-06-10 22:17:00,2022-06-11 00:00:00,NSW,2,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-11,,,,,,,,,,,,,left_only
2022-06-10 22:32:00,2022-06-11 00:00:00,NSW,3,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-11,,,,,,,,,,,,,left_only
2022-06-10 22:47:00,2022-06-11 00:00:00,NSW,4,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-11,,,,,,,,,,,,,left_only
2022-06-10 23:02:00,2022-06-11 00:00:00,NSW,5,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-11,,,,,,,,,,,,,left_only
2022-06-10 23:17:00,2022-06-11 00:00:00,NSW,6,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-11,,,,,,,,,,,,,left_only
2022-06-10 23:32:00,2022-06-11 00:00:00,NSW,7,RICHMOND STRAIGHT ,Greyhound Racing,RICHMOND STRAIGHT,2022-06-11,,,,,,,,,,,,,left_only
