evnt_start_time_x,mtng_date,mtng_venue_location,evnt_number,mtng_name,sport_name_x,Racecourse,Meeting Date,ramp_id,sport_name_y,evnt_start_time_y,country,commission,uk_commission,ie_commission,bf_uk_volume,bf_ie_volume,pp_uk_volume,pp_ie_volume,volume,_merge
2022-06-01 05:24:00,2022-06-01 00:00:00,NSW,5,COWRA ,Horse Racing,COWRA,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 05:59:00,2022-06-01 00:00:00,NSW,6,COWRA ,Horse Racing,COWRA,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 06:34:00,2022-06-01 00:00:00,NSW,7,COWRA ,Horse Racing,COWRA,2022-06-01,,,,,,,,,,,,,left_only
2022-06-04 01:55:00,2022-06-04 00:00:00,NSW,1,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 02:30:00,2022-06-04 00:00:00,NSW,2,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 03:05:00,2022-06-04 00:00:00,NSW,3,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 03:40:00,2022-06-04 00:00:00,NSW,4,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 04:15:00,2022-06-04 00:00:00,NSW,5,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 04:41:00,2022-06-04 00:00:00,NSW,4,QUIRINDI ,Horse Racing,QUIRINDI,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 04:50:00,2022-06-04 00:00:00,NSW,6,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 05:25:00,2022-06-04 00:00:00,NSW,7,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 05:56:00,2022-06-04 00:00:00,NSW,6,QUIRINDI ,Horse Racing,QUIRINDI,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 06:05:00,2022-06-04 00:00:00,NSW,8,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-04,,,,,,,,,,,,,left_only
2022-06-05 02:39:00,2022-06-05 00:00:00,NSW,1,CASINO ,Horse Racing,CASINO,2022-06-05,,,,,,,,,,,,,left_only
2022-06-05 03:14:00,2022-06-05 00:00:00,NSW,2,CASINO ,Horse Racing,CASINO,2022-06-05,,,,,,,,,,,,,left_only
2022-06-05 03:49:00,2022-06-05 00:00:00,NSW,3,CASINO ,Horse Racing,CASINO,2022-06-05,,,,,,,,,,,,,left_only
2022-06-05 04:24:00,2022-06-05 00:00:00,NSW,4,CASINO ,Horse Racing,CASINO,2022-06-05,,,,,,,,,,,,,left_only
2022-06-05 05:04:00,2022-06-05 00:00:00,NSW,5,CASINO ,Horse Racing,CASINO,2022-06-05,,,,,,,,,,,,,left_only
2022-06-05 05:39:00,2022-06-05 00:00:00,NSW,6,CASINO ,Horse Racing,CASINO,2022-06-05,,,,,,,,,,,,,left_only
2022-06-05 06:17:00,2022-06-05 00:00:00,NSW,7,CASINO ,Horse Racing,CASINO,2022-06-05,,,,,,,,,,,,,left_only
2022-06-06 02:42:00,2022-06-06 00:00:00,QLD,1,THANGOOL ,Horse Racing,THANGOOL,2022-06-06,,,,,,,,,,,,,left_only
2022-06-06 03:17:00,2022-06-06 00:00:00,QLD,2,THANGOOL ,Horse Racing,THANGOOL,2022-06-06,,,,,,,,,,,,,left_only
2022-06-06 03:57:00,2022-06-06 00:00:00,QLD,3,THANGOOL ,Horse Racing,THANGOOL,2022-06-06,,,,,,,,,,,,,left_only
2022-06-06 04:34:00,2022-06-06 00:00:00,QLD,4,THANGOOL ,Horse Racing,THANGOOL,2022-06-06,,,,,,,,,,,,,left_only
2022-06-06 05:12:00,2022-06-06 00:00:00,QLD,5,THANGOOL ,Horse Racing,THANGOOL,2022-06-06,,,,,,,,,,,,,left_only
2022-06-06 05:47:00,2022-06-06 00:00:00,QLD,6,THANGOOL ,Horse Racing,THANGOOL,2022-06-06,,,,,,,,,,,,,left_only
2022-06-06 06:22:00,2022-06-06 00:00:00,QLD,7,THANGOOL ,Horse Racing,THANGOOL,2022-06-06,,,,,,,,,,,,,left_only
2022-06-07 01:25:00,2022-06-07 00:00:00,QLD,1,DALBY ,Horse Racing,DALBY,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 02:00:00,2022-06-07 00:00:00,QLD,2,DALBY ,Horse Racing,DALBY,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 02:35:00,2022-06-07 00:00:00,QLD,3,DALBY ,Horse Racing,DALBY,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 03:15:00,2022-06-07 00:00:00,QLD,4,DALBY ,Horse Racing,DALBY,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 03:50:00,2022-06-07 00:00:00,QLD,5,DALBY ,Horse Racing,DALBY,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 04:25:00,2022-06-07 00:00:00,QLD,6,DALBY ,Horse Racing,DALBY,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 05:05:00,2022-06-07 00:00:00,QLD,7,DALBY ,Horse Racing,DALBY,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 05:40:00,2022-06-07 00:00:00,QLD,8,DALBY ,Horse Racing,DALBY,2022-06-07,,,,,,,,,,,,,left_only
2022-06-07 06:15:00,2022-06-07 00:00:00,QLD,9,DALBY ,Horse Racing,DALBY,2022-06-07,,,,,,,,,,,,,left_only
2022-06-11 01:55:00,2022-06-11 00:00:00,NSW,1,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-11,,,,,,,,,,,,,left_only
2022-06-11 02:30:00,2022-06-11 00:00:00,NSW,2,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-11,,,,,,,,,,,,,left_only
2022-06-11 03:05:00,2022-06-11 00:00:00,NSW,3,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-11,,,,,,,,,,,,,left_only
2022-06-11 03:40:00,2022-06-11 00:00:00,NSW,4,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-11,,,,,,,,,,,,,left_only
2022-06-11 04:15:00,2022-06-11 00:00:00,NSW,5,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-11,,,,,,,,,,,,,left_only
2022-06-11 04:50:00,2022-06-11 00:00:00,NSW,6,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-11,,,,,,,,,,,,,left_only
2022-06-11 05:25:00,2022-06-11 00:00:00,NSW,7,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-11,,,,,,,,,,,,,left_only
2022-06-11 06:05:00,2022-06-11 00:00:00,NSW,8,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-11,,,,,,,,,,,,,left_only
2022-06-13 02:29:00,2022-06-13 00:00:00,NSW,1,BALLINA ,Horse Racing,BALLINA,2022-06-13,,,,,,,,,,,,,left_only
2022-06-13 03:04:00,2022-06-13 00:00:00,NSW,2,BALLINA ,Horse Racing,BALLINA,2022-06-13,,,,,,,,,,,,,left_only
2022-06-13 04:14:00,2022-06-13 00:00:00,NSW,4,BALLINA ,Horse Racing,BALLINA,2022-06-13,,,,,,,,,,,,,left_only
2022-06-13 04:49:00,2022-06-13 00:00:00,NSW,5,BALLINA ,Horse Racing,BALLINA,2022-06-13,,,,,,,,,,,,,left_only
2022-06-13 05:24:00,2022-06-13 00:00:00,NSW,6,BALLINA ,Horse Racing,BALLINA,2022-06-13,,,,,,,,,,,,,left_only
2022-06-13 05:59:00,2022-06-13 00:00:00,NSW,7,BALLINA ,Horse Racing,BALLINA,2022-06-13,,,,,,,,,,,,,left_only
2022-06-17 06:05:00,2022-06-17 00:00:00,WA,1,CARNARVON ,Horse Racing,CARNARVON,2022-06-17,,,,,,,,,,,,,left_only
2022-06-17 06:40:00,2022-06-17 00:00:00,WA,2,CARNARVON ,Horse Racing,CARNARVON,2022-06-17,,,,,,,,,,,,,left_only
2022-06-17 07:15:00,2022-06-17 00:00:00,WA,3,CARNARVON ,Horse Racing,CARNARVON,2022-06-17,,,,,,,,,,,,,left_only
2022-06-17 07:45:00,2022-06-17 00:00:00,WA,4,CARNARVON ,Horse Racing,CARNARVON,2022-06-17,,,,,,,,,,,,,left_only
2022-06-17 08:15:00,2022-06-17 00:00:00,WA,5,CARNARVON ,Horse Racing,CARNARVON,2022-06-17,,,,,,,,,,,,,left_only
2022-06-17 08:45:00,2022-06-17 00:00:00,WA,6,CARNARVON ,Horse Racing,CARNARVON,2022-06-17,,,,,,,,,,,,,left_only
2022-06-20 02:45:00,2022-06-20 00:00:00,NSW,1,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-20,,,,,,,,,,,,,left_only
2022-06-20 03:20:00,2022-06-20 00:00:00,NSW,2,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-20,,,,,,,,,,,,,left_only
2022-06-20 03:55:00,2022-06-20 00:00:00,NSW,3,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-20,,,,,,,,,,,,,left_only
2022-06-20 04:35:00,2022-06-20 00:00:00,NSW,4,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-20,,,,,,,,,,,,,left_only
2022-06-20 05:10:00,2022-06-20 00:00:00,NSW,5,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-20,,,,,,,,,,,,,left_only
2022-06-20 05:45:00,2022-06-20 00:00:00,NSW,6,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-20,,,,,,,,,,,,,left_only
2022-06-20 06:20:00,2022-06-20 00:00:00,NSW,7,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-20,,,,,,,,,,,,,left_only
2022-06-25 01:07:00,2022-06-25 00:00:00,QLD,1,ROMA ,Horse Racing,ROMA,2022-06-25,,,,,,,,,,,,,left_only
2022-06-25 01:46:00,2022-06-25 00:00:00,QLD,2,ROMA ,Horse Racing,ROMA,2022-06-25,,,,,,,,,,,,,left_only
2022-06-25 01:55:00,2022-06-25 00:00:00,NSW,1,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-25,,,,,,,,,,,,,left_only
2022-06-25 02:21:00,2022-06-25 00:00:00,QLD,3,ROMA ,Horse Racing,ROMA,2022-06-25,,,,,,,,,,,,,left_only
2022-06-25 02:30:00,2022-06-25 00:00:00,NSW,2,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-25,,,,,,,,,,,,,left_only
2022-06-25 02:58:00,2022-06-25 00:00:00,QLD,4,ROMA ,Horse Racing,ROMA,2022-06-25,,,,,,,,,,,,,left_only
2022-06-25 03:05:00,2022-06-25 00:00:00,NSW,3,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-25,,,,,,,,,,,,,left_only
2022-06-25 03:33:00,2022-06-25 00:00:00,QLD,5,ROMA ,Horse Racing,ROMA,2022-06-25,,,,,,,,,,,,,left_only
2022-06-25 03:40:00,2022-06-25 00:00:00,NSW,4,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-25,,,,,,,,,,,,,left_only
2022-06-25 04:14:00,2022-06-25 00:00:00,QLD,6,ROMA ,Horse Racing,ROMA,2022-06-25,,,,,,,,,,,,,left_only
2022-06-25 04:15:00,2022-06-25 00:00:00,NSW,5,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-25,,,,,,,,,,,,,left_only
2022-06-25 04:50:00,2022-06-25 00:00:00,NSW,6,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-25,,,,,,,,,,,,,left_only
2022-06-25 05:25:00,2022-06-25 00:00:00,NSW,7,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-25,,,,,,,,,,,,,left_only
2022-06-25 06:05:00,2022-06-25 00:00:00,NSW,8,NEWCASTLE ,Horse Racing,NEWCASTLE,2022-06-25,,,,,,,,,,,,,left_only
2022-05-31 23:55:00,2022-06-01 00:00:00,NZL,1,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 00:30:00,2022-06-01 00:00:00,NZL,2,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 01:05:00,2022-06-01 00:00:00,NZL,3,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 01:40:00,2022-06-01 00:00:00,NZL,4,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 02:15:00,2022-06-01 00:00:00,NZL,5,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 02:54:00,2022-06-01 00:00:00,NZL,6,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 03:29:00,2022-06-01 00:00:00,NZL,7,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-01,,,,,,,,,,,,,left_only
2022-06-01 04:04:00,2022-06-01 00:00:00,NZL,8,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-01,,,,,,,,,,,,,left_only
2022-06-03 00:06:00,2022-06-03 00:00:00,NZL,1,RICCARTON ,Horse Racing,RICCARTON,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 00:41:00,2022-06-03 00:00:00,NZL,2,RICCARTON ,Horse Racing,RICCARTON,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 01:20:00,2022-06-03 00:00:00,NZL,3,RICCARTON ,Horse Racing,RICCARTON,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 01:52:00,2022-06-03 00:00:00,NZL,4,RICCARTON ,Horse Racing,RICCARTON,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 02:27:00,2022-06-03 00:00:00,NZL,5,RICCARTON ,Horse Racing,RICCARTON,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 03:04:00,2022-06-03 00:00:00,NZL,6,RICCARTON ,Horse Racing,RICCARTON,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 03:36:00,2022-06-03 00:00:00,NZL,7,RICCARTON ,Horse Racing,RICCARTON,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 04:10:00,2022-06-03 00:00:00,NZL,8,RICCARTON ,Horse Racing,RICCARTON,2022-06-03,,,,,,,,,,,,,left_only
2022-06-03 23:50:00,2022-06-04 00:00:00,NZL,1,WANGANUI ,Horse Racing,WANGANUI,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 00:22:00,2022-06-04 00:00:00,NZL,2,WANGANUI ,Horse Racing,WANGANUI,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 00:54:00,2022-06-04 00:00:00,NZL,3,WANGANUI ,Horse Racing,WANGANUI,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 01:29:00,2022-06-04 00:00:00,NZL,4,WANGANUI ,Horse Racing,WANGANUI,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 02:09:00,2022-06-04 00:00:00,NZL,5,WANGANUI ,Horse Racing,WANGANUI,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 02:44:00,2022-06-04 00:00:00,NZL,6,WANGANUI ,Horse Racing,WANGANUI,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 03:19:00,2022-06-04 00:00:00,NZL,7,WANGANUI ,Horse Racing,WANGANUI,2022-06-04,,,,,,,,,,,,,left_only
2022-06-04 03:53:00,2022-06-04 00:00:00,NZL,8,WANGANUI ,Horse Racing,WANGANUI,2022-06-04,,,,,,,,,,,,,left_only
2022-06-11 00:02:00,2022-06-11 00:00:00,NZL,1,TRENTHAM ,Horse Racing,TRENTHAM,2022-06-11,,,,,,,,,,,,,left_only
2022-06-11 00:37:00,2022-06-11 00:00:00,NZL,2,TRENTHAM ,Horse Racing,TRENTHAM,2022-06-11,,,,,,,,,,,,,left_only
2022-06-11 01:14:00,2022-06-11 00:00:00,NZL,3,TRENTHAM ,Horse Racing,TRENTHAM,2022-06-11,,,,,,,,,,,,,left_only
2022-06-11 01:52:00,2022-06-11 00:00:00,NZL,4,TRENTHAM ,Horse Racing,TRENTHAM,2022-06-11,,,,,,,,,,,,,left_only
2022-06-11 02:27:00,2022-06-11 00:00:00,NZL,5,TRENTHAM ,Horse Racing,TRENTHAM,2022-06-11,,,,,,,,,,,,,left_only
2022-06-11 03:02:00,2022-06-11 00:00:00,NZL,6,TRENTHAM ,Horse Racing,TRENTHAM,2022-06-11,,,,,,,,,,,,,left_only
2022-06-11 03:37:00,2022-06-11 00:00:00,NZL,7,TRENTHAM ,Horse Racing,TRENTHAM,2022-06-11,,,,,,,,,,,,,left_only
2022-06-11 04:12:00,2022-06-11 00:00:00,NZL,8,TRENTHAM ,Horse Racing,TRENTHAM,2022-06-11,,,,,,,,,,,,,left_only
2022-06-14 22:55:00,2022-06-15 00:00:00,NZL,1,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-15,,,,,,,,,,,,,left_only
2022-06-14 23:25:00,2022-06-15 00:00:00,NZL,2,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-15,,,,,,,,,,,,,left_only
2022-06-14 23:55:00,2022-06-15 00:00:00,NZL,3,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-15,,,,,,,,,,,,,left_only
2022-06-15 00:30:00,2022-06-15 00:00:00,NZL,4,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-15,,,,,,,,,,,,,left_only
2022-06-15 01:06:00,2022-06-15 00:00:00,NZL,5,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-15,,,,,,,,,,,,,left_only
2022-06-15 01:42:00,2022-06-15 00:00:00,NZL,6,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-15,,,,,,,,,,,,,left_only
2022-06-15 02:17:00,2022-06-15 00:00:00,NZL,7,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-15,,,,,,,,,,,,,left_only
2022-06-15 02:54:00,2022-06-15 00:00:00,NZL,8,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-15,,,,,,,,,,,,,left_only
2022-06-15 03:29:00,2022-06-15 00:00:00,NZL,9,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-15,,,,,,,,,,,,,left_only
2022-06-15 04:04:00,2022-06-15 00:00:00,NZL,10,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-15,,,,,,,,,,,,,left_only
2022-06-16 00:17:00,2022-06-16 00:00:00,NZL,1,RICCARTON ,Horse Racing,RICCARTON,2022-06-16,,,,,,,,,,,,,left_only
2022-06-16 00:52:00,2022-06-16 00:00:00,NZL,2,RICCARTON ,Horse Racing,RICCARTON,2022-06-16,,,,,,,,,,,,,left_only
2022-06-16 01:27:00,2022-06-16 00:00:00,NZL,3,RICCARTON ,Horse Racing,RICCARTON,2022-06-16,,,,,,,,,,,,,left_only
2022-06-16 02:02:00,2022-06-16 00:00:00,NZL,4,RICCARTON ,Horse Racing,RICCARTON,2022-06-16,,,,,,,,,,,,,left_only
2022-06-16 02:37:00,2022-06-16 00:00:00,NZL,5,RICCARTON ,Horse Racing,RICCARTON,2022-06-16,,,,,,,,,,,,,left_only
2022-06-16 03:11:00,2022-06-16 00:00:00,NZL,6,RICCARTON ,Horse Racing,RICCARTON,2022-06-16,,,,,,,,,,,,,left_only
2022-06-16 03:44:00,2022-06-16 00:00:00,NZL,7,RICCARTON ,Horse Racing,RICCARTON,2022-06-16,,,,,,,,,,,,,left_only
2022-06-28 23:55:00,2022-06-29 00:00:00,NZL,1,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-29,,,,,,,,,,,,,left_only
2022-06-29 00:31:00,2022-06-29 00:00:00,NZL,2,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-29,,,,,,,,,,,,,left_only
2022-06-29 01:07:00,2022-06-29 00:00:00,NZL,3,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-29,,,,,,,,,,,,,left_only
2022-06-29 01:42:00,2022-06-29 00:00:00,NZL,4,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-29,,,,,,,,,,,,,left_only
2022-06-29 02:19:00,2022-06-29 00:00:00,NZL,5,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-29,,,,,,,,,,,,,left_only
2022-06-29 02:54:00,2022-06-29 00:00:00,NZL,6,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-29,,,,,,,,,,,,,left_only
2022-06-29 03:29:00,2022-06-29 00:00:00,NZL,7,CAMBRIDGE ,Horse Racing,CAMBRIDGE,2022-06-29,,,,,,,,,,,,,left_only
2022-06-30 01:07:00,2022-06-30 00:00:00,NZL,1,RICCARTON ,Horse Racing,RICCARTON,2022-06-30,,,,,,,,,,,,,left_only
2022-06-30 01:42:00,2022-06-30 00:00:00,NZL,2,RICCARTON ,Horse Racing,RICCARTON,2022-06-30,,,,,,,,,,,,,left_only
2022-06-30 02:17:00,2022-06-30 00:00:00,NZL,3,RICCARTON ,Horse Racing,RICCARTON,2022-06-30,,,,,,,,,,,,,left_only
2022-06-30 02:54:00,2022-06-30 00:00:00,NZL,4,RICCARTON ,Horse Racing,RICCARTON,2022-06-30,,,,,,,,,,,,,left_only
2022-06-30 03:29:00,2022-06-30 00:00:00,NZL,5,RICCARTON ,Horse Racing,RICCARTON,2022-06-30,,,,,,,,,,,,,left_only
2022-06-30 04:04:00,2022-06-30 00:00:00,NZL,6,RICCARTON ,Horse Racing,RICCARTON,2022-06-30,,,,,,,,,,,,,left_only
